word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
budzik,A,1.8846154,4.423077,2.8076923,1.9615384,2.6538463,7.382978,5.0053763,6.7323866,7.4446673,6.969188,5.2099957
oporny,A,1.7307693,3.2692308,2.0,2.3461537,1.8461539,6.6734214,5.0819116,6.5307693,6.2021375,6.610192,3.6504843
kaprys,A,2.2692308,2.8846154,1.6923077,1.6923077,1.9615384,5.9197545,5.230035,6.5094833,6.5171366,6.2765574,3.3293421
"nalegać",A,1.2692307,4.076923,2.3076923,2.6923077,2.5769231,7.7339163,5.238704,7.0156674,6.612554,6.811193,4.6163197
kopniak,A,1.8461539,3.7692308,2.1923077,3.0,2.5,7.119972,5.424486,7.1020713,6.361581,6.8449697,4.7208056
weto,A,2.0384614,2.9615386,2.0,2.6923077,1.4615384,6.336502,5.4322133,6.3830843,5.798769,6.9389124,3.7786965
"irytować",A,1.0769231,5.230769,3.3076923,2.1153846,3.2692308,8.603433,4.7003427,6.8542233,7.8768473,6.8837934,6.026756
zagmatwany,A,1.5,3.6538463,2.5,3.3846154,2.0769231,7.4108553,5.415879,6.646266,5.840658,7.100947,4.724919
tandetny,A,1.3461539,3.8846154,2.3846154,1.8076923,3.3846154,7.599698,5.2624917,6.852299,7.3376155,5.9333706,4.7867517
arogancki,A,1.1538461,4.6923075,2.7692308,2.7692308,3.8846154,8.41118,5.3057623,7.233849,7.2297387,6.214353,5.85019
"przeszkodzić",A,1.5769231,4.4615383,2.8461537,2.8076923,2.4230769,7.7116575,5.025254,6.7117205,6.7249246,7.029281,5.2053046
"występek",A,1.2692307,2.7692308,1.8461539,2.5384614,2.0,6.779177,5.296279,6.326976,5.623911,6.171507,3.1803472
"głupota",A,1.8076923,4.0384617,2.6923077,2.4230769,3.1923077,7.479759,5.2384634,6.713649,6.9935384,6.297394,5.277575
raban,A,1.8076923,2.6538463,1.7307693,1.7692307,1.4615384,6.056811,5.2262745,6.293782,6.216688,6.537,2.8776193
"trąbić",A,1.8076923,3.0,1.4230769,2.0,1.7692307,6.2943845,5.089402,6.82916,6.2861867,6.5295687,3.3280492
"niszczyć",A,1.5384616,4.3846154,3.0,3.0384614,2.6923077,8.007616,5.448679,6.72818,6.7457347,7.1442037,5.5326624
"przekleństwo",A,2.0384614,3.5769231,2.3076923,1.9615384,2.4230769,6.7391105,5.200202,6.652531,6.8715215,6.34661,4.3695545
"musieć",A,1.2692307,3.8076923,2.5384614,2.3076923,2.6153846,7.5116653,4.99974,6.4773765,6.6138525,6.384882,4.4589214
"krnąbrny",A,1.4230769,2.9230769,1.6923077,1.8076923,2.2692308,6.5425315,4.925581,6.2988276,6.2045975,5.745204,2.9994962
zbuntowany,A,2.4615386,3.5384614,1.8461539,1.9615384,1.6153846,6.018891,4.7909727,6.7426496,6.5986004,6.8697042,4.0527067
sprzeciw,A,1.7307693,3.6153846,1.8076923,2.1538463,1.4230769,6.535675,4.4963956,6.537321,6.2564363,6.8666124,3.6687458
"besztać",A,1.4230769,3.6538463,2.4615386,3.0384614,2.2692308,7.5040746,5.3684564,6.668747,6.1881714,6.860066,4.664157
humorzasty,A,1.5,3.3076923,2.3846154,2.2307692,2.2692308,7.06826,5.2980704,6.343773,6.4541087,6.4218163,3.8900883
niesprawiedliwy,A,1.1153846,5.076923,4.0,2.6923077,3.2692308,8.794039,5.468177,6.5734067,7.719936,7.2263904,6.438073
"obciążać",A,1.1153846,3.3076923,2.9230769,2.5769231,1.9230769,7.4467187,5.3571377,5.861649,6.2367544,6.7953367,4.1831927
kazanie,A,1.5,3.7692308,2.1538463,2.2307692,2.6923077,7.333399,5.0955906,7.0249896,6.8242993,6.46285,4.731039
"obrażony",A,1.0769231,4.0384617,3.5769231,2.6153846,1.9615384,7.978999,5.258781,5.8270845,6.814532,7.321813,4.9276247
"oskarżać",A,1.1923077,4.1153846,3.0384614,3.3076923,2.6538463,7.9173975,5.3576612,6.43753,6.1786747,6.7736216,5.12263
"denerwować",A,1.1923077,5.0384617,2.3461537,2.1153846,2.2692308,7.9504857,3.9064295,7.1145506,7.24871,7.1561956,5.2202196
"tępy",A,1.2307693,3.7307692,2.7692308,1.9230769,2.6538463,7.5297008,5.123004,6.2192745,6.95179,6.3603144,4.5157685
"dźwigać",A,1.3846154,2.4230769,2.1153846,1.4615384,1.6153846,6.4422674,5.220748,5.6023736,6.324065,6.1369095,2.7104132
"niecierpliwość",A,1.1538461,3.8846154,2.3846154,2.4230769,2.5,7.696465,5.107928,6.6877337,6.753262,6.635773,4.6725616
"upominać",A,1.3461539,3.8846154,2.8076923,2.8461537,2.6153846,7.6292715,5.4696274,6.519016,6.5299277,6.76851,4.861246
"strajkować",A,1.6923077,4.0384617,2.4230769,3.1923077,2.1923077,7.56077,5.4313436,7.0011067,6.322793,7.254797,5.1766634
"przeszkadzać",A,1.6153846,5.0,2.5,2.1153846,3.3461537,8.138311,4.793361,7.563177,7.9158163,6.919911,5.8048162
baner,A,1.8846154,3.5384614,2.0384614,1.6538461,2.7692308,6.908237,5.4478955,6.939416,7.240264,6.2781534,4.170328
buntownik,A,2.6153846,3.7307692,1.9230769,2.8846154,1.8846154,6.4882026,5.3189654,7.177254,6.291646,7.1788306,4.8241634
awaria,A,1.3076923,5.076923,3.1923077,3.6923077,2.4230769,8.630271,5.2281375,7.4779077,7.0360675,8.005066,6.213308
"zakazywać",A,1.4230769,5.076923,3.5384614,3.1538463,3.0,8.59083,5.463284,7.03419,7.381754,7.3811827,6.224084
"protestować",A,2.2592592,3.8888888,2.8148148,2.851852,1.962963,6.944881,5.4484124,6.5188212,6.509577,7.1968756,4.7018423
utarczka,A,1.4444444,3.3703704,2.4444444,2.4444444,1.962963,7.093706,5.2180853,6.330281,6.2685204,6.680872,3.814418
niezgoda,A,1.3703704,3.8888888,3.5555556,2.8148148,2.1111112,7.696114,5.3584447,5.8209834,6.606409,7.15107,4.8608327
niedorzeczny,A,1.5925926,3.6666667,2.2962964,2.2592592,2.2592592,7.1170406,4.9954753,6.4927235,6.6160374,6.5593596,4.2324786
niezgodny,A,1.6666666,3.5925925,2.6666667,2.5925925,2.2592592,7.1007533,5.187964,6.321769,6.3718667,6.6652746,4.258777
"czekać",A,1.8518518,3.8888888,2.8148148,2.7777777,2.0370371,7.3785152,5.2903595,6.5941825,6.73428,7.3107305,4.797604
cholerny,A,1.3333334,3.9629629,2.0370371,2.4444444,2.4814816,7.4690533,4.833547,6.953667,6.5718536,6.622262,4.3081336
"ubywać",S,1.7777778,3.0,3.2962964,2.6666667,1.6666666,6.9648194,5.7102304,5.4339776,6.1292415,7.099256,4.3453574
"sługa",S,1.925926,2.6296296,3.3703704,1.925926,2.1851852,6.618741,6.0681243,5.267325,6.801548,6.557751,4.2936893
"utykać",S,1.2592592,2.4074075,3.3333333,2.1851852,1.5925926,7.113269,6.1491456,4.9821754,6.362328,6.885394,3.5553484
apatia,S,1.4444444,2.6296296,3.6666667,2.5925925,2.3703704,7.444029,6.551437,5.468243,6.667031,6.7794538,4.7588277
ubogi,S,1.6666666,2.6666667,4.5925927,3.148148,1.962963,7.6637654,7.041686,4.8609853,6.5239224,7.5647473,5.4714594
wieniec,S,2.1111112,2.2222223,4.0,2.5555556,1.8518518,6.827774,7.163795,5.19424,6.853768,7.476359,4.843921
ponury,S,1.7037038,2.5185184,3.8148148,2.3703704,2.0,6.934962,6.5022655,5.0706606,6.642628,6.965957,4.595089
"pożegnanie",S,1.8888888,2.4814816,5.3333335,3.7037036,1.8888888,8.058332,7.7379217,4.7257285,6.6652994,8.173034,6.091621
"zabliźniony",S,2.2222223,1.6296296,3.074074,1.8888888,2.4444444,6.2582893,6.8756833,5.3079495,6.705737,6.0719104,3.8698442
"opłakiwać",S,1.2222222,2.9629629,5.962963,3.148148,1.962963,8.863064,7.613033,4.0379395,7.5106716,8.370256,6.568903
zakonny,S,1.3846154,1.6153846,2.4230769,1.6153846,1.8846154,6.4622846,6.238955,5.3851895,6.278333,6.043574,2.5239387
niepogoda,S,1.2692307,2.6923077,3.9230769,1.5769231,1.8846154,7.15505,5.8864284,4.4405766,6.9320345,6.6722927,4.065734
przybity,S,1.1923077,2.2692308,5.0384617,3.0,1.6538461,7.99405,7.273044,4.234589,6.6862025,7.7604113,5.270536
wierzba,S,3.2307692,1.2307693,2.3846154,1.1538461,1.1153846,4.37274,6.7960377,5.414638,6.86892,6.8778863,3.1905475
"tęsknić",S,1.5384616,2.4230769,5.230769,3.2307692,1.6538461,8.012056,7.597087,4.4982452,6.960976,8.1196,5.7341843
samotny,S,1.0384616,2.5769231,5.3076925,4.1923075,1.9230769,8.696537,7.6680417,4.930044,6.3216534,8.140974,6.0537634
pokutny,S,1.3846154,2.1923077,3.1153846,1.9230769,2.2692308,7.0407743,6.434631,5.2710485,6.718323,6.4396596,3.7191255
"dół",S,1.2692307,1.8076923,3.7307692,3.0769231,1.8076923,7.3624644,7.0368457,4.997258,5.832862,7.1032557,4.3111186
marny,S,1.1538461,2.4230769,3.5384614,1.9230769,2.8076923,7.439647,6.4317007,5.228396,6.887073,6.0026937,4.2893233
"łza",S,1.8518518,2.7407408,5.0740743,3.4444444,1.8148148,7.848441,7.3602324,4.832815,6.695805,8.066005,5.817765
"oklapnięty",S,1.5185186,2.4444444,3.0370371,1.962963,2.074074,6.861341,6.138818,5.36308,6.630145,6.4656553,3.802471
sierota,S,1.037037,2.7037036,5.6666665,3.3333333,1.4814814,8.664891,7.3690715,4.064815,6.88281,8.295827,6.160474
smutny,S,1.1111112,2.6666667,5.6296296,3.5925925,1.962963,8.746274,7.6292915,4.30098,6.865701,8.200809,6.286532
melodramat,S,2.148148,2.1851852,3.6666667,2.2222223,1.962963,6.633373,6.749116,4.9873905,6.771742,6.9575377,4.4833875
oddalony,S,1.7407408,2.5925925,3.7777777,3.6296296,1.4444444,7.268062,6.7106442,5.422387,5.6352744,7.5769906,4.82217
urna,S,1.1153846,2.5384614,4.576923,3.5769231,2.6923077,8.397856,7.448821,5.4323244,6.57364,7.308645,5.542346
niemy,S,1.3846154,2.4615386,4.4615383,2.6538463,2.0769231,7.7514353,6.959164,4.7369556,6.8547664,7.3467197,4.9448853
listopadowy,S,2.0,2.0769231,4.0,2.1538463,2.5,6.9319677,7.031777,4.9567227,6.9556217,6.6804934,4.417238
cichy,S,2.5384614,1.5,2.9230769,2.2692308,1.3076923,5.788037,6.807111,5.4064665,6.097153,7.015015,3.4243848
deszczowy,S,2.0769231,2.7307692,3.6923077,2.2692308,2.0769231,6.8835444,6.420334,5.2881055,6.842275,7.0321703,4.520776
"posępny",S,1.1538461,2.6153846,4.730769,2.8846154,1.9615384,7.97097,6.7895203,4.360764,6.5788574,7.4005594,5.1235905
"bezdźwięczny",S,1.8076923,1.7692307,2.5769231,2.1923077,1.4230769,6.16248,6.2825894,5.455742,5.854775,6.635134,2.8587496
cherlawy,S,1.3076923,1.7307693,2.9230769,2.6538463,2.2692308,6.9144773,6.594308,5.437054,5.728217,6.104053,3.4857724
"współczuć",S,2.7692308,2.1923077,4.3846154,2.7692308,1.6153846,6.587215,7.2689013,5.099032,6.797466,7.740188,5.1620893
melancholia,S,1.8846154,2.4615386,5.0,3.0384614,1.8846154,7.736024,7.373939,4.679176,6.9156537,7.8360696,5.5771604
jesienny,S,2.8846154,2.0,3.8461537,2.0769231,1.8076923,5.903301,6.9494777,5.048665,6.8934226,7.0878377,4.609273
"przykrość",S,1.0769231,3.5384614,5.3461537,3.8461537,3.0384614,9.071331,7.3325405,5.427187,7.060555,7.6915207,6.681527
wdowa,S,1.1538461,2.4230769,5.269231,3.9615386,1.7307693,8.594834,7.7444687,4.8068514,6.4572525,8.233572,6.0106955
osierocony,S,1.0769231,3.0769231,5.5384617,4.076923,2.1923077,8.940213,7.5440335,5.0979657,6.666135,8.149854,6.4818854
ulotny,S,2.1153846,2.1923077,4.1923075,2.7692308,1.3461539,6.752123,6.772652,4.5559797,6.2223635,7.5235105,4.716748
"żałować",S,1.3846154,3.3846154,4.769231,2.8461537,1.9615384,7.959676,6.3547735,4.7882047,6.8248854,7.5715113,5.5845137
daleki,S,2.4615386,2.6923077,3.8461537,2.4230769,1.4615384,6.4319034,6.458335,5.086225,6.671685,7.514327,4.8243937
zatroskany,S,2.8846154,1.6538461,3.9230769,2.3076923,1.5769231,5.729493,7.2722387,4.766807,6.6886597,7.327087,4.8019753
"żałoba",S,1.0769231,3.6923077,6.3076925,4.3076925,2.5,9.749147,8.027688,5.484207,7.498824,8.831631,7.6146655
"zniechęcony",S,1.5,3.4615386,4.230769,3.0769231,2.6923077,7.981309,6.2858768,5.4225845,6.6961536,7.0890865,5.6041284
zrozpaczony,S,1.0769231,3.3846154,5.3076925,3.8846154,2.0,8.952727,7.318401,5.377577,6.984471,8.391407,6.319543
skrucha,S,2.1538463,2.1923077,3.7307692,2.6923077,1.9230769,6.7981296,6.758994,5.2981253,6.378284,6.9810324,4.3096952
"nieczuły",S,1.2692307,3.5769231,4.8846154,3.3461537,2.6538463,8.506987,6.8079944,5.450172,7.0869455,7.5482364,6.109637
"przemijać",S,1.8846154,3.3076923,5.1538463,3.9230769,2.2307692,8.249504,7.373344,5.470739,6.830476,8.220544,6.4458385
"ubolewać",S,1.2307693,3.2307692,4.1923075,2.9230769,2.4230769,7.9680166,6.3660097,5.2780156,6.675608,7.172162,5.1161776
"zapłakany",S,1.3846154,3.2692308,5.4615383,3.6538463,2.2692308,8.7496395,7.4589863,5.044734,7.0672607,8.125329,6.513008
klasztor,S,2.1923077,1.5,2.5384614,1.8846154,1.5384616,5.682819,6.5130973,5.302849,6.0963545,6.475691,3.0322108
"złom",S,1.5,2.3076923,2.8846154,2.0384614,2.2307692,6.895779,6.209384,5.47388,6.4504495,6.290559,3.476311
apatyczny,S,1.2307693,3.0,3.9615386,2.0,2.8461537,7.907628,6.552747,5.235924,7.3551264,6.7107973,4.8995185
wyczerpany,S,1.4230769,3.1153846,4.076923,2.8846154,2.1153846,7.7115088,6.5084944,5.3783956,6.647674,7.3552985,5.06854
"więdnąć",S,1.3076923,1.8076923,4.0384617,2.5,1.9230769,7.2751956,6.866124,4.238554,6.1962194,6.7434216,4.259078
nikt,S,1.5384616,1.6153846,3.4230769,2.4230769,1.7692307,6.8509283,6.755045,4.7171307,6.0142803,6.6486635,3.5669215
"ślepy",S,1.1923077,2.2307692,4.1923075,3.4615386,1.4615384,7.7311597,7.0368624,4.905421,5.884183,7.590696,4.8914127
zmartwiony,S,1.3461539,2.1538463,3.8461537,2.6538463,1.5769231,7.151318,6.595767,4.5765934,6.1050105,7.154975,4.12206
bezimienny,S,1.3846154,2.0384614,3.6923077,3.3076923,1.5384616,7.6421103,7.2412066,5.3632803,5.964402,7.58699,4.5477805
kondolencje,S,1.4074074,2.7407408,5.703704,3.8888888,2.2222223,8.837541,7.966418,4.969617,7.0748606,8.32512,6.4950857
cmentarz,S,1.2222222,2.1851852,4.5185184,3.7777777,1.7777778,8.109731,7.5416117,5.3231316,6.1911173,7.8392205,5.245078
"przygnębiony",S,1.4074074,2.7407408,4.851852,2.851852,2.0370371,8.009175,6.891102,4.5113163,6.9378734,7.603915,5.5301785
"jąkała",S,1.7037038,2.1851852,3.2962964,2.1851852,2.1851852,6.7514153,6.5145154,5.3112836,6.5452394,6.5441213,3.771057
piorun,F,2.3333333,2.074074,1.8518518,3.9629629,1.8148148,6.3827014,6.9276896,7.0729556,4.79607,7.12884,4.402813
panika,F,1.2592592,3.074074,2.5555556,4.740741,2.7407408,8.252318,6.884485,7.265705,4.95755,7.1610284,5.5294743
"wątpliwość",F,1.6296296,2.7407408,2.925926,3.851852,1.7037038,7.396691,6.4704585,6.341919,5.219084,7.4069915,4.66461
"zagrażać",F,1.074074,3.7777777,3.0,5.2222223,2.4074075,8.752674,6.7281256,7.3729825,5.0742373,7.8755794,6.1685185
studnia,F,2.2592592,1.6666666,2.2222223,3.1111112,1.5555556,6.042611,6.893729,6.3530817,5.3858776,7.0369024,3.8462327
"spadać",F,1.3703704,2.8888888,2.9629629,4.5925927,2.3703704,8.068165,6.9509525,6.9445744,5.0104003,7.4609027,5.4024267
"przerażający",F,1.2222222,1.962963,2.1111112,5.0,2.074074,7.7307553,7.153803,6.9782586,3.5497248,7.0952735,4.946335
tunel,F,2.5185184,1.6666666,1.7037038,3.074074,1.6296296,5.726721,6.717135,6.6291237,5.0907006,6.732271,3.5176134
zjawa,F,1.7407408,1.5555556,2.0,3.4444444,2.074074,6.7327323,6.9750338,6.569982,4.887903,6.53952,3.735338
kosa,F,1.5555556,2.3703704,1.962963,3.6296296,1.962963,7.005136,6.3819523,6.81555,5.002884,6.76032,4.0241785
"napięcie",F,1.7777778,2.8148148,2.0370371,3.5925925,1.7407408,6.8219175,5.88426,6.662795,5.033273,6.938784,4.2111425
wichura,F,2.5555556,2.7037036,1.962963,3.7407408,1.925926,6.407627,6.417083,7.2117434,5.3750978,7.2652526,4.7840147
sztorm,F,2.2592592,2.1111112,2.3703704,4.5185184,1.8888888,6.8550253,7.313587,7.1216674,4.516933,7.5022526,5.209971
"wypowiedź",F,2.2692308,1.3846154,1.3076923,2.6923077,1.4230769,5.6071615,6.5345316,6.6043086,5.093709,6.49101,2.6530008
psychika,F,2.1538463,1.6923077,2.0384614,3.1923077,1.5,6.1558967,6.7479224,6.4362774,5.132586,6.908943,3.4814699
amunicja,F,1.5,2.3461537,1.8846154,3.7692308,2.1153846,7.1656756,6.720741,7.128433,5.117348,6.8916426,4.20172
ryzykowny,F,2.4230769,2.1153846,1.8076923,4.423077,1.7692307,6.5318017,7.0426607,7.3363647,4.4836626,7.374299,4.8228273
kopalnia,F,2.1153846,1.1538461,1.6923077,3.1923077,1.6153846,6.0816936,7.0502906,6.5838375,4.921265,6.6414557,3.282305
"odpowiadać",F,2.3461537,1.9615384,1.8076923,3.0384614,1.6923077,5.921684,6.3745623,6.5282574,5.2585306,6.6226583,3.5318196
wynik,F,2.9615386,1.8076923,2.0,3.6923077,1.3461539,5.97437,7.099593,6.9325886,5.1021504,7.417616,4.144636
"uciekać",F,1.5,2.3846154,2.6153846,4.230769,2.1923077,7.517446,7.0594473,6.7386193,4.962194,7.181719,4.8944807
zmiana,F,3.1923077,2.0769231,2.0,3.6153846,1.7307693,5.629703,6.9335394,6.9922237,5.358946,7.1894374,4.5113955
"typować",F,2.1923077,1.6538461,1.3461539,2.7692308,1.5384616,5.6443534,6.2944293,6.5472608,5.071205,6.366995,2.7318585
anonim,F,1.8461539,2.1923077,1.6538461,3.1153846,1.8846154,6.5302887,6.4171696,6.8145924,5.42149,6.6852207,3.554626
"broń",F,1.5,2.7307692,2.0384614,3.9230769,2.6538463,7.3532996,6.4732594,7.0569797,5.172104,6.5307665,4.6387324
potencjalny,F,2.3461537,1.5384616,1.4230769,2.4230769,1.4615384,5.4509716,6.350794,6.458676,5.3257008,6.3974733,2.5622587
"diagnozować",F,2.6538463,1.4230769,2.2692308,4.0,1.6923077,6.144454,7.3778644,6.6794405,4.7714934,7.14479,4.3622074
stromy,F,1.8846154,1.6153846,1.5,3.8846154,1.3076923,6.2921176,6.722106,6.816762,3.9842083,6.993672,3.6282518
policjant,F,1.6538461,2.0384614,1.6538461,2.6923077,1.8846154,6.4364195,6.120956,6.5310116,5.467123,6.245352,2.882394
ostrze,F,1.4615384,2.4230769,1.6538461,4.1923075,2.2692308,7.360596,6.565893,7.2945895,4.5900826,6.7611856,4.447745
warunek,F,1.6153846,3.1153846,2.8461537,3.8461537,2.1538463,7.5232525,6.366925,6.581065,5.490741,7.113434,4.7342
"uważać",F,2.1538463,1.9230769,1.4230769,2.5,1.3076923,5.71754,6.0151014,6.538665,5.3219657,6.624956,2.721546
tygrys,F,2.9615386,1.1923077,1.3461539,3.8076923,1.2692307,5.463443,7.251415,7.150812,4.4289627,7.2006636,3.962744
wyrocznia,F,1.9230769,1.8461539,1.6153846,3.3076923,2.2692308,6.4791694,6.793208,7.0316706,5.1103053,6.3805866,3.86397
straszny,F,1.2692307,2.1153846,2.3076923,4.5,2.8846154,7.9207177,7.4953985,7.394536,5.043313,6.913005,5.1226416
"straszyć",F,1.5384616,2.9230769,2.4615386,4.1538463,2.5769231,7.580709,6.632182,7.1618066,5.423547,7.03704,5.0625286
"przepaść",F,1.4615384,2.4230769,3.0,4.769231,2.0384614,8.200913,7.5317225,7.0099106,4.7865887,7.848231,5.5598035
radar,F,1.5,2.9615386,1.8846154,3.4230769,2.1538463,7.2577333,6.153657,7.1323166,5.494787,6.9392753,4.1843843
"lęk",F,1.1153846,2.4615386,3.5769231,5.769231,3.0384614,9.103588,8.347956,7.461874,4.8754215,7.931117,6.685715
"niepokój",F,1.0769231,2.4230769,3.7692308,5.3461537,2.7307692,8.821913,7.90377,6.831348,4.9533644,7.6995707,6.2120867
"pszczoła",F,3.0384614,1.3846154,1.3846154,2.8846154,1.8076923,4.944064,6.953931,6.9635663,5.3895035,6.578262,3.725051
spadzisty,F,1.6153846,1.7307693,1.3076923,3.0384614,1.4615384,6.2480526,6.1434255,6.5662203,4.495966,6.420751,2.7514255
mikrofon,F,2.8076923,1.4230769,1.4615384,2.7307692,1.6923077,5.3418264,6.8620405,6.8256574,5.45658,6.5680957,3.2311592
hipnotyczny,F,2.9629629,1.4814814,1.4074074,2.925926,1.2962962,5.036015,6.777025,6.862407,5.1480737,6.9210896,3.5109491
olbrzymi,F,3.148148,1.5185186,1.3703704,3.148148,1.4444444,5.111241,6.9895782,7.1036053,5.1649046,7.0463624,3.8961685
"zaryzykować",F,4.0740743,1.925926,1.5925926,4.3703704,1.2222222,5.26521,7.501229,7.69434,4.9083257,8.019179,5.3514895
"zemdleć",F,1.4444444,1.925926,2.7037036,4.259259,1.5925926,7.2431893,7.0449066,6.309299,4.3924108,7.2890677,4.570873
narkoza,F,2.148148,1.7777778,2.7037036,5.037037,1.7777778,7.2951117,7.7191334,6.984812,4.2645135,7.718464,5.4576874
sprawozdanie,F,1.8148148,2.148148,1.4814814,2.4444444,1.6666666,6.0421658,5.7606544,6.429779,5.33843,6.2680664,2.7960157
"rozpoczynać",F,3.7037036,1.5185186,1.3703704,2.925926,1.2592592,4.5112844,6.9037333,7.027737,5.491208,7.1167574,3.815131
"przerażony",F,1.2222222,3.074074,3.6296296,5.9259257,2.6296296,9.174552,7.98624,7.5961237,4.776135,8.357001,6.9607453
"potwór",F,1.7407408,2.8148148,2.4444444,4.4814816,3.148148,7.817812,7.1617002,7.458243,5.426595,6.9290843,5.6595645
szczypce,F,1.6666666,1.7407408,1.2962962,2.9629629,2.074074,6.3218966,6.336172,6.7890034,5.0196843,6.036725,3.0909543
dentysta,F,1.7037038,2.5925925,2.5555556,4.5925927,2.7407408,7.690958,7.3991876,7.4699373,5.176745,7.2623897,5.4347258
burzowy,F,2.5555556,2.2222223,2.1111112,3.4444444,1.6296296,6.2374706,6.696361,6.8220267,5.4089375,7.2673345,4.3228283
rewir,F,1.962963,1.962963,1.8148148,2.925926,1.925926,6.2321095,6.3444805,6.4591103,5.3041606,6.4091196,3.1311903
funkcjonariusz,F,2.148148,2.7037036,1.6296296,3.4814816,2.3333333,6.4647284,6.074287,7.129608,5.233569,6.539276,4.2434163
"ostrzegać",F,2.2592592,2.0370371,2.3333333,4.037037,1.5925926,6.4460645,6.769382,6.5672307,4.5585814,7.1585593,4.4606485
niespokojny,F,1.3703704,3.1111112,2.9629629,4.4814816,2.2222223,7.873053,6.440561,6.6447697,4.941339,7.269283,5.207923
sfora,F,2.4444444,1.8148148,1.4444444,2.925926,1.6666666,5.6451497,6.4739656,6.7893944,5.3055377,6.617329,3.1754038
"pukać",F,2.1923077,1.8461539,1.2692307,2.6153846,1.5,5.7997174,6.3184047,6.822147,5.364202,6.5491567,2.9906642
rekin,F,1.5769231,2.3846154,2.1923077,4.8076925,2.4230769,7.6708775,7.213552,7.394158,4.478028,7.117843,5.1795163
benzyna,F,2.5,1.8461539,1.6538461,2.6538463,1.6538461,5.537335,6.3530526,6.578,5.487862,6.572732,3.4642293
opresja,F,1.1923077,3.5,3.7307692,4.8846154,2.6538463,8.571346,6.906898,6.6754694,5.414284,7.5679812,6.0943704
chwiejny,F,1.5384616,2.5769231,2.4615386,3.3461537,2.4615386,7.146406,6.258177,6.3438425,5.4292173,6.340337,4.245914
bezdenny,F,2.2692308,1.5769231,1.9230769,2.5,1.3846154,5.582015,6.418603,6.072886,5.4119267,6.6385508,3.0097106
anomalia,F,1.5,2.6153846,2.7307692,3.6153846,2.3076923,7.370876,6.519465,6.476359,5.472282,6.8711767,4.3837514
"nożyczki",F,1.7692307,2.0384614,1.6923077,3.1923077,1.7692307,6.6114674,6.556364,6.8873267,5.181781,6.8308916,3.3451326
omen,F,1.6923077,2.2307692,2.5,4.076923,2.6538463,7.406395,7.116284,6.8711157,5.138222,6.7933407,4.7923703
zastrzyk,F,1.5,2.1538463,2.1923077,4.0384617,3.0769231,7.4103036,7.148335,7.08567,5.136266,6.2480316,4.7101784
"testować",F,2.0769231,2.1153846,1.8076923,3.1923077,2.0,6.1882195,6.3201375,6.614988,5.1461587,6.4692206,3.634365
ryzyko,F,2.8461537,2.2307692,2.1153846,4.3076925,1.8076923,6.3304157,7.0734053,7.123283,4.8590693,7.289943,5.042485
test,F,1.9230769,2.5769231,2.3846154,4.1538463,2.1538463,7.125867,6.7714987,6.937884,5.051953,7.0794396,4.82037
